brazilian,british,cajun_creole,chinese,filipino,french,greek,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese,n_zeros,max_score,class
0.01,0.03,0.0,0.0,0.01,0.09,0.0,0.26,0.01,0.06,0.03,0.02,0.02,0.16,0.0,0.2,0.09,0.01,0.0,0.0,6,0.26,valid
0.0,0.0,0.07,0.0,0.02,0.11,0.03,0.08,0.03,0.36,0.11,0.0,0.0,0.04,0.06,0.0,0.04,0.03,0.02,0.0,7,0.36,invalid
0.0,0.0,0.0,0.01,0.06,0.01,0.0,0.67,0.01,0.0,0.04,0.08,0.01,0.02,0.04,0.0,0.03,0.0,0.0,0.02,8,0.67,valid
0.01,0.01,0.02,0.02,0.08,0.07,0.01,0.24,0.0,0.01,0.01,0.04,0.0,0.27,0.01,0.08,0.06,0.06,0.0,0.0,4,0.27,invalid
0.07,0.02,0.05,0.0,0.0,0.10804148815448068,0.0,0.1219585118455193,0.05,0.18,0.0,0.0,0.0,0.03,0.07,0.04,0.25,0.01,0.0,0.0,8,0.25,invalid
0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.64,0.03,0.01,0.01,0.05,0.0,0.03,0.03,0.03,0.02,0.05,0.02,0.01,3,0.64,invalid
0.0,0.02,0.05,0.03,0.01,0.0,0.0,0.62,0.03,0.0,0.0,0.06,0.0,0.01,0.02,0.08,0.04,0.02,0.01,0.0,7,0.62,invalid
0.04,0.02,0.04,0.03,0.03,0.05,0.0,0.22,0.0,0.43,0.0,0.04,0.0,0.03,0.01,0.0,0.06,0.0,0.0,0.0,8,0.43,valid
0.0,0.02,0.0,0.05,0.03,0.03,0.0,0.34,0.01,0.18,0.02,0.03,0.01,0.05,0.0,0.02,0.19,0.0,0.0,0.02,6,0.34,valid
0.0,0.0,0.01,0.02,0.0,0.02,0.01,0.6,0.02,0.01,0.02,0.09,0.03,0.04,0.03,0.03,0.04,0.02,0.0,0.01,4,0.6,valid
0.0,0.05,0.0,0.0,0.01,0.33,0.03,0.0,0.02,0.19,0.0,0.01,0.0,0.15,0.01,0.01,0.18,0.01,0.0,0.0,8,0.33,invalid
0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,16,0.96,valid
0.0,0.02,0.05,0.01,0.01,0.05,0.01,0.24,0.0,0.06,0.01,0.0,0.0,0.06,0.26,0.01,0.05,0.09,0.04,0.03,4,0.26,valid
0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.33,0.0,0.04,0.0,0.1,0.01,0.0,0.24,0.04,0.06,0.0,11,0.33,valid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.0,18,0.99,valid
0.0,0.01,0.01,0.0,0.0,0.02,0.04,0.13,0.09,0.1,0.04,0.02,0.0,0.42,0.0,0.05,0.04,0.03,0.0,0.0,7,0.42,invalid
0.05,0.02,0.0,0.06,0.0,0.07,0.1,0.03,0.05,0.11,0.01,0.03,0.02,0.06,0.04,0.0,0.31,0.02,0.0,0.02,4,0.31,invalid
0.0,0.0,0.04,0.54,0.04,0.01,0.0,0.01,0.0,0.01,0.0,0.1,0.12,0.01,0.0,0.0,0.03,0.0,0.04,0.05,8,0.54,valid
0.0,0.01,0.03,0.03,0.07,0.0,0.03,0.32,0.0,0.04,0.08,0.04,0.03,0.21,0.0,0.02,0.07,0.01,0.0,0.01,5,0.32,valid
0.0,0.06,0.07,0.01,0.0,0.17,0.0,0.05,0.14,0.19,0.01,0.0,0.01,0.08,0.0,0.0,0.2,0.01,0.0,0.0,8,0.2,invalid
0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.83,0.0,0.03,0.0,0.04,0.0,0.04,0.01,0.0,0.02,0.0,0.01,0.0,11,0.83,valid
0.02,0.13,0.1,0.02,0.02,0.0,0.02,0.02,0.01,0.15,0.09,0.0,0.0,0.33,0.0,0.0,0.08,0.01,0.0,0.0,7,0.33,invalid
0.03,0.0,0.01,0.01,0.0,0.04123219243987224,0.01,0.24876780756012773,0.07,0.11,0.0,0.01,0.0,0.3,0.01,0.0,0.15,0.0,0.0,0.0,8,0.3,valid
0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,0.65,0.02,0.0,0.0,0.09,0.0,0.02,0.09,0.0,0.0,0.01,12,0.65,invalid
0.0,0.0,0.02,0.0,0.03,0.0,0.01,0.26,0.0,0.08,0.0,0.0,0.0,0.54,0.0,0.0,0.05,0.0,0.01,0.0,12,0.54,valid
0.0,0.0,0.0,0.0,0.01,0.12,0.18,0.07,0.01,0.48,0.0,0.0,0.0,0.03,0.05,0.0,0.01,0.04,0.0,0.0,10,0.48,invalid
0.0,0.0,0.02,0.02,0.06,0.03,0.01,0.62,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.02,0.08,0.01,0.0,0.0,8,0.62,valid
0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.0,0.0,0.86,0.01,0.0,0.0,0.04,0.0,0.0,12,0.86,valid
0.02,0.0,0.04,0.0,0.0,0.01,0.31,0.06,0.0,0.17,0.02,0.01,0.0,0.09,0.07,0.0,0.08,0.12,0.0,0.0,8,0.31,invalid
0.01,0.12,0.02,0.04,0.01,0.06,0.01,0.03,0.12,0.2,0.01,0.05,0.0,0.09,0.0,0.04,0.14,0.03,0.02,0.0,3,0.2,invalid
0.11,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.75,0.01,0.0,0.03,0.0,0.0,0.0,13,0.75,invalid
0.0,0.0,0.01,0.0,0.03,0.06,0.0,0.47,0.0,0.09,0.01,0.27,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.01,10,0.47,valid
0.05,0.08,0.01,0.01,0.0,0.19299948664326577,0.03,0.0670005133567342,0.04,0.13,0.12,0.0,0.02,0.09,0.0,0.03,0.13,0.0,0.0,0.0,6,0.19299948664326577,valid
0.0,0.0,0.04,0.09,0.11,0.02,0.02,0.03,0.01,0.27,0.0,0.14,0.0,0.17,0.01,0.01,0.06,0.0,0.01,0.01,5,0.27,valid
0.02,0.04,0.01,0.01,0.01,0.02,0.0,0.31,0.01,0.03,0.06,0.08,0.01,0.1,0.03,0.06,0.16,0.03,0.0,0.01,2,0.31,valid
0.01,0.01,0.0,0.02,0.0,0.36,0.01,0.13,0.0,0.07,0.0,0.0,0.0,0.05,0.02,0.09,0.2,0.0,0.0,0.03,8,0.36,invalid
0.0,0.02,0.0,0.02,0.04,0.04,0.02,0.14,0.0,0.06,0.0,0.05,0.01,0.1,0.0,0.09,0.17,0.02,0.16,0.06,5,0.17,valid
0.02,0.0,0.01,0.0,0.01,0.07,0.2,0.17,0.01,0.29,0.01,0.0,0.02,0.14,0.0,0.01,0.03,0.0,0.01,0.0,6,0.29,valid
0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.01,0.05,0.0,0.0,0.0,0.79,0.0,0.0,0.06,0.01,0.03,0.0,11,0.79,valid
0.0,0.03,0.01,0.04,0.01,0.02,0.06,0.24,0.0,0.04,0.03,0.1,0.01,0.15,0.18,0.01,0.05,0.0,0.01,0.01,3,0.24,invalid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.05,0.01,0.0,0.02,11,0.85,valid
0.01,0.0,0.01,0.05,0.01,0.0,0.0,0.74,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.06,0.0,0.03,0.01,10,0.74,valid
0.01,0.0,0.0,0.02,0.0,0.03,0.0,0.54,0.0,0.03,0.01,0.03,0.0,0.04,0.22,0.0,0.07,0.0,0.0,0.0,10,0.54,valid
0.02,0.1,0.0,0.01,0.07,0.05,0.01,0.45,0.01,0.03,0.0,0.18,0.0,0.0,0.01,0.0,0.05,0.0,0.01,0.0,7,0.45,invalid
0.02,0.07,0.02,0.0,0.04,0.03,0.01,0.01,0.08,0.23,0.02,0.0,0.0,0.3,0.04,0.01,0.08,0.04,0.0,0.0,5,0.3,valid
0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.69,0.05,0.02,0.0,0.09,0.0,0.04,0.0,0.01,0.04,0.0,0.0,0.01,9,0.69,valid
0.3,0.01,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.34,0.0,0.0,0.13,0.11,0.0,0.0,10,0.34,valid
0.04,0.07,0.06,0.02,0.05,0.13,0.01,0.12,0.01,0.08,0.04,0.01,0.0,0.08,0.0,0.1,0.16,0.02,0.0,0.0,4,0.16,valid
0.0,0.0,0.03,0.01,0.02,0.02,0.0,0.41,0.03,0.04,0.05,0.08,0.04,0.07,0.14,0.0,0.03,0.0,0.03,0.0,6,0.41,valid
0.11,0.02,0.01,0.02,0.02,0.19,0.0,0.08,0.01,0.18,0.0,0.07,0.0,0.04,0.0,0.01,0.18,0.01,0.04,0.01,4,0.19,invalid
0.03,0.0,0.0,0.0,0.04,0.01,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.8,0.0,0.0,0.0,0.0,0.01,0.03,11,0.8,valid
0.01,0.0,0.12,0.01,0.02,0.17,0.0,0.0,0.02,0.25,0.15,0.02,0.03,0.05,0.02,0.0,0.06,0.06,0.0,0.01,5,0.25,invalid
0.02,0.03,0.01,0.01,0.06,0.02624236874236874,0.0,0.48,0.0,0.14,0.0,0.02,0.01,0.08,0.0,0.01,0.08375763125763125,0.01,0.01,0.0,5,0.48,invalid
0.0,0.09,0.03,0.0,0.0,0.11,0.01,0.0,0.06,0.1,0.02,0.0,0.0,0.04,0.01,0.02,0.51,0.0,0.0,0.0,9,0.51,invalid
0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.3,0.0,0.02,0.0,0.02,0.0,0.56,0.0,0.0,0.03,0.01,0.0,0.02,11,0.56,invalid
0.0,0.05,0.0,0.03,0.21,0.04,0.0,0.22,0.01,0.13,0.0,0.03,0.01,0.1,0.0,0.01,0.15,0.01,0.0,0.0,7,0.22,valid
0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.02,0.0,0.02,0.01,11,0.86,valid
0.01,0.01,0.02,0.02,0.0,0.01,0.02,0.03,0.0,0.18,0.02,0.0,0.0,0.63,0.0,0.0,0.05,0.0,0.0,0.0,9,0.63,valid
0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.36,0.0,0.0,0.04,0.1,0.0,0.02,0.0,0.0,0.03,0.02,0.06,0.21,10,0.36,valid
0.01,0.0,0.0,0.03,0.08,0.01,0.0,0.62,0.0,0.01,0.01,0.15,0.0,0.01,0.0,0.0,0.04,0.01,0.0,0.02,8,0.62,valid
0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.81,0.0,0.02,0.02,0.02,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,12,0.81,invalid
0.0,0.01,0.0,0.38,0.13,0.01,0.03,0.0,0.04,0.0,0.0,0.11,0.23,0.0,0.0,0.0,0.01,0.01,0.02,0.02,8,0.38,invalid
0.0,0.0,0.01,0.35,0.1,0.01,0.0,0.05,0.0,0.05,0.05,0.07,0.1,0.05,0.0,0.0,0.03,0.01,0.08,0.04,6,0.35,valid
0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.72,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.06,0.0,13,0.72,invalid
0.0,0.0,0.02,0.0,0.02,0.22589148818225746,0.03,0.22410851181774255,0.05,0.21,0.04,0.0,0.0,0.02,0.0,0.0,0.15,0.01,0.0,0.0,9,0.22589148818225746,invalid
0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.57,0.0,0.08,0.0,0.05,0.0,0.15,0.04,0.0,0.03,0.02,0.0,0.0,9,0.57,valid
0.03,0.0,0.0,0.02,0.02,0.06,0.05,0.06,0.03,0.06,0.06,0.03,0.04,0.22,0.0,0.03,0.07,0.03,0.06,0.13,3,0.22,valid
0.01,0.01,0.0,0.0,0.0,0.016926459809430736,0.02,0.03307354019056927,0.02,0.1,0.03,0.0,0.01,0.56,0.0,0.0,0.19,0.0,0.0,0.0,9,0.56,valid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.75,0.0,0.02,0.0,0.03,0.0,0.1,0.01,0.01,0.03,0.0,0.0,0.04,11,0.75,valid
0.0,0.0,0.03,0.01,0.01,0.07,0.02,0.03,0.0,0.7,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.02,0.0,0.0,10,0.7,valid
0.01,0.02,0.0,0.07,0.0,0.06,0.03,0.13,0.03,0.02,0.02,0.03,0.0,0.02,0.2,0.0,0.23,0.05,0.0,0.08,5,0.23,valid
0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.76,0.0,0.01,0.01,0.07,0.0,0.03,0.01,0.0,0.0,0.0,0.02,0.02,10,0.76,valid
0.04,0.06,0.03,0.03,0.0,0.08,0.02,0.09,0.19746140616117175,0.05,0.01,0.01,0.0,0.06,0.0,0.01,0.30253859383882825,0.01,0.0,0.0,5,0.30253859383882825,invalid
0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.0,0.0,0.67,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.19,0.0,0.01,11,0.67,valid
0.0,0.03,0.06,0.04,0.04,0.02,0.0,0.41,0.0,0.07,0.0,0.01,0.02,0.18,0.0,0.0,0.12,0.0,0.0,0.0,9,0.41,invalid
0.0,0.01,0.0,0.03,0.01,0.0,0.0,0.83,0.0,0.0,0.0,0.03,0.0,0.06,0.01,0.0,0.0,0.0,0.01,0.01,11,0.83,valid
0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.86,0.0,0.02,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.02,0.0,13,0.86,valid
0.0,0.0,0.0,0.07,0.08,0.0,0.01,0.1,0.01,0.07,0.0,0.1,0.0,0.37,0.0,0.03,0.05,0.0,0.0,0.11,9,0.37,valid
0.0,0.06,0.02,0.06,0.01,0.09,0.05,0.07,0.06,0.18,0.01,0.03,0.06,0.05,0.0,0.02,0.21,0.01,0.0,0.01,3,0.21,valid
0.02,0.07,0.03,0.07,0.0,0.15,0.0,0.06,0.07,0.1,0.0,0.04,0.01,0.06,0.03,0.08,0.17,0.0,0.02,0.02,4,0.17,invalid
0.0,0.09,0.0,0.0,0.0,0.52,0.0,0.01,0.01,0.22,0.0,0.0,0.0,0.04,0.0,0.0,0.09,0.01,0.01,0.0,11,0.52,invalid
0.05,0.0,0.0,0.05,0.41,0.0,0.0,0.13,0.0,0.02,0.04,0.03,0.0,0.04,0.01,0.0,0.06,0.0,0.15,0.01,8,0.41,invalid
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.83,0.0,0.02,0.04,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.02,13,0.83,valid
0.0,0.0,0.01,0.04,0.05,0.02,0.01,0.5,0.02,0.04,0.01,0.03,0.04,0.06,0.07,0.03,0.05,0.0,0.01,0.01,3,0.5,valid
0.01,0.01,0.0,0.01,0.07,0.01,0.07,0.6,0.0,0.0,0.06,0.04,0.0,0.0,0.02,0.01,0.03,0.0,0.06,0.0,7,0.6,invalid
0.0,0.0,0.0,0.4768474792286658,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.18315252077133418,0.16,0.01,0.0,0.0,0.02,0.0,0.07,0.06,12,0.4768474792286658,valid
0.0,0.0,0.0,0.37,0.17,0.02,0.01,0.04,0.0,0.0,0.0,0.13,0.09,0.02,0.0,0.02,0.05,0.0,0.04,0.04,8,0.37,valid
0.0,0.13,0.0,0.0,0.0,0.07,0.02,0.0,0.03,0.05,0.04,0.0,0.0,0.09,0.01,0.02,0.54,0.0,0.0,0.0,10,0.54,invalid
0.0,0.0,0.04,0.03,0.0,0.24,0.05,0.24,0.0,0.15,0.0,0.04,0.01,0.02,0.02,0.0,0.13,0.03,0.0,0.0,8,0.24,valid
0.01,0.0,0.0,0.02,0.0,0.02,0.02,0.7,0.0,0.06,0.03,0.02,0.0,0.01,0.03,0.01,0.06,0.0,0.01,0.0,7,0.7,valid
0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.8,0.0,0.0,0.0,0.08,0.0,0.05,0.01,0.0,0.01,0.0,0.0,0.0,12,0.8,valid
0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.89,0.0,0.0,0.0,0.04,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,14,0.89,invalid
0.01,0.06,0.02,0.02,0.03,0.23,0.0,0.47,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.01,0.0,0.01,7,0.47,valid
0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.63,0.0,0.0,0.0,0.06,0.0,0.12,0.04,0.03,0.03,0.02,0.01,0.0,8,0.63,invalid
0.0,0.0,0.02,0.01,0.0,0.02,0.04,0.0,0.01,0.89,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13,0.89,valid
0.08,0.0,0.0,0.01,0.08,0.05,0.0,0.48,0.0,0.0,0.01,0.19,0.0,0.02,0.05,0.0,0.03,0.0,0.0,0.0,10,0.48,valid
0.0,0.0,0.02,0.08,0.16,0.0,0.0,0.27,0.0,0.05,0.02,0.06,0.01,0.15,0.01,0.0,0.03,0.02,0.02,0.1,6,0.27,valid
0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.8,0.0,0.01,0.0,0.1,0.0,0.01,0.04,0.0,0.02,0.0,0.0,0.0,12,0.8,invalid
0.03,0.0,0.0,0.0,0.04,0.0,0.01,0.53,0.0,0.03,0.1,0.05,0.0,0.0,0.01,0.0,0.05,0.0,0.14,0.01,9,0.53,invalid
0.0,0.01,0.04,0.02,0.0,0.05,0.0,0.06,0.02,0.22,0.0,0.06,0.0,0.14,0.0,0.0,0.3,0.03,0.01,0.04,7,0.3,invalid
0.03,0.0,0.02,0.0,0.0,0.15,0.06,0.18,0.0,0.01,0.09,0.01,0.0,0.28,0.0,0.0,0.16,0.0,0.01,0.0,9,0.28,invalid
0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.76,0.03,0.01,0.0,0.07,0.0,0.03,0.0,0.04,0.04,0.0,0.0,0.0,11,0.76,invalid
0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.82,0.0,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.02,8,0.82,valid
0.0,0.14,0.01,0.01,0.01,0.06,0.08,0.09,0.01,0.25,0.02,0.0,0.0,0.06,0.16,0.0,0.07,0.0,0.03,0.0,6,0.25,invalid
0.0,0.0,0.0,0.03,0.07,0.01,0.0,0.59,0.0,0.06,0.0,0.03,0.03,0.08,0.0,0.0,0.04,0.01,0.03,0.02,8,0.59,valid
0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.71,0.0,0.03,0.0,0.08,0.0,0.02,0.03,0.01,0.02,0.0,0.01,0.0,6,0.71,invalid
0.02,0.06,0.01,0.01,0.04,0.15,0.03,0.0,0.02,0.23,0.02,0.03,0.0,0.01,0.0,0.01,0.33,0.03,0.0,0.0,5,0.33,valid
0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,0.0,0.0,0.04,0.03,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.0,14,0.82,valid
0.02,0.03,0.0,0.0,0.0,0.17,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.61,0.0,0.02,0.05,0.0,0.0,0.0,12,0.61,valid
0.02,0.0,0.03,0.07,0.04,0.03,0.0,0.06,0.0,0.27,0.04,0.11,0.01,0.09,0.0,0.02,0.19,0.01,0.0,0.01,5,0.27,invalid
0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.55,0.0,0.03,0.02,0.03,0.01,0.18,0.01,0.0,0.07,0.0,0.01,0.04,7,0.55,valid
0.03,0.02,0.01,0.0,0.02,0.43016796449169925,0.0,0.06983203550830076,0.08,0.15,0.0,0.0,0.0,0.01,0.0,0.02,0.15,0.01,0.0,0.0,8,0.43016796449169925,invalid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.91,0.02,0.0,0.05,0.01,0.0,0.0,15,0.91,valid
0.04,0.0,0.0,0.0,0.02,0.05,0.03,0.23,0.0,0.09,0.01,0.01,0.04,0.31,0.1,0.01,0.04,0.01,0.0,0.01,5,0.31,invalid
0.01,0.06,0.0,0.01,0.0,0.06,0.0,0.01,0.06,0.05,0.0,0.0,0.0,0.36,0.0,0.23,0.13,0.01,0.01,0.0,8,0.36,invalid
0.01,0.06,0.04,0.01,0.03,0.3,0.03,0.0,0.06,0.16,0.0,0.01,0.07,0.01,0.01,0.04,0.16,0.0,0.0,0.0,5,0.3,invalid
0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.83,0.0,0.02,0.01,0.02,0.0,0.02,0.01,0.0,0.02,0.0,0.02,0.02,9,0.83,valid
0.01,0.04,0.02,0.02,0.01,0.11,0.0,0.18,0.0,0.15,0.04,0.01,0.0,0.06,0.0,0.0,0.35,0.0,0.0,0.0,8,0.35,invalid
0.0,0.01,0.13,0.04,0.04,0.04,0.02,0.12,0.06,0.11,0.04,0.01,0.0,0.13,0.01,0.02,0.17,0.03,0.0,0.02,3,0.17,invalid
0.0,0.0,0.03,0.01,0.0,0.09,0.11,0.02,0.01,0.64,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.03,0.0,0.0,10,0.64,invalid
0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.79,0.0,0.02,0.02,0.02,0.0,0.08,0.01,0.0,0.02,0.0,0.0,0.01,9,0.79,valid
0.0,0.0,0.02,0.01,0.06,0.0,0.0,0.75,0.0,0.04,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.0,0.01,0.01,10,0.75,valid
0.05,0.07,0.01,0.03,0.16,0.09951608460649107,0.0,0.156650811312812,0.0,0.04,0.03,0.04,0.0,0.08,0.0,0.01,0.22383310408069693,0.0,0.0,0.0,7,0.22383310408069693,valid
0.01,0.07,0.0,0.0,0.01,0.02,0.01,0.59,0.01,0.06,0.0,0.16,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,9,0.59,valid
0.0,0.05,0.0,0.0,0.04,0.02,0.0,0.25,0.01,0.13,0.0,0.04,0.02,0.15,0.01,0.01,0.21,0.06,0.0,0.0,7,0.25,invalid
0.0,0.02,0.02,0.02,0.07,0.1,0.0,0.0,0.01,0.19,0.0,0.06,0.0,0.23,0.0,0.01,0.25,0.01,0.0,0.01,7,0.25,valid
0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.67,0.0,0.03,0.0,0.01,0.0,0.16,0.01,0.0,0.0,0.0,0.07,0.0,12,0.67,valid
0.02,0.0,0.01,0.0,0.0,0.06,0.03,0.0,0.73,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,12,0.73,valid
0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,16,0.86,invalid
0.0,0.0,0.0,0.07,0.03,0.04,0.0,0.17,0.0,0.13,0.06,0.02,0.03,0.21,0.03,0.0,0.02,0.01,0.16,0.02,6,0.21,valid
0.0,0.04,0.01,0.05,0.02,0.02,0.0,0.01,0.02,0.36,0.0,0.0,0.02,0.17,0.02,0.02,0.21,0.02,0.01,0.0,5,0.36,valid
0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.57,0.0,0.02,0.01,0.18,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,11,0.57,valid
0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.63,0.09,0.02,0.01,0.0,0.0,0.15,0.0,0.01,0.02,0.0,0.0,0.0,11,0.63,valid
0.01,0.04,0.01,0.02,0.01,0.06,0.04,0.17,0.05,0.05,0.04,0.03,0.06,0.04,0.01,0.01,0.3,0.04,0.0,0.01,1,0.3,invalid
0.01,0.0,0.02,0.01,0.0,0.0,0.01,0.78,0.0,0.02,0.01,0.01,0.0,0.01,0.09,0.0,0.01,0.0,0.02,0.0,8,0.78,valid
0.0,0.0,0.01,0.02,0.03,0.0,0.0,0.77,0.0,0.01,0.0,0.02,0.0,0.09,0.02,0.0,0.01,0.0,0.0,0.02,10,0.77,valid
0.0,0.0,0.01,0.01,0.14,0.01,0.01,0.71,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.06,0.0,0.0,0.01,9,0.71,invalid
0.01,0.03,0.03,0.0,0.0,0.15,0.02,0.0,0.03,0.15,0.02,0.02,0.0,0.03,0.05,0.18,0.22,0.06,0.0,0.0,6,0.22,invalid
0.02,0.08,0.12,0.01,0.05,0.03,0.0,0.08,0.0,0.12,0.0,0.01,0.0,0.1,0.0,0.01,0.36,0.0,0.0,0.01,7,0.36,invalid
0.0,0.01,0.01,0.04,0.02,0.05,0.05,0.38,0.02,0.09,0.02,0.01,0.01,0.02,0.02,0.09,0.1,0.0,0.02,0.04,2,0.38,valid
0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.03,0.01,0.0,0.0,13,0.89,valid
0.04,0.05,0.03,0.01,0.15,0.01,0.03,0.04,0.0,0.17,0.0,0.02,0.0,0.22,0.0,0.01,0.18,0.04,0.0,0.0,6,0.22,invalid
0.0,0.02,0.0,0.36,0.09,0.0,0.0,0.12,0.04,0.02,0.0,0.17,0.06,0.02,0.0,0.01,0.05,0.0,0.02,0.02,7,0.36,valid
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.72,0.05,0.0,0.01,0.08,0.0,0.11,0.0,0.0,0.01,0.0,0.01,0.0,12,0.72,valid
0.02,0.04,0.05,0.02,0.0,0.27,0.05,0.0,0.06,0.18,0.0,0.06,0.05,0.06,0.01,0.02,0.11,0.0,0.0,0.0,6,0.27,invalid
0.0,0.0,0.01,0.0,0.0,0.08,0.0,0.47,0.0,0.1,0.01,0.28,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,11,0.47,valid
0.0,0.0,0.02,0.06,0.07,0.0,0.62,0.0,0.0,0.09,0.0,0.04,0.01,0.02,0.01,0.0,0.01,0.01,0.04,0.0,8,0.62,valid
0.0,0.0,0.02,0.0,0.01,0.1,0.05,0.01,0.02,0.68,0.0,0.0,0.0,0.06,0.0,0.01,0.04,0.0,0.0,0.0,10,0.68,valid
0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.03,0.01,0.01,0.01,0.78,0.05,0.0,0.0,0.0,0.03,0.01,8,0.78,valid
0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.84,0.0,0.02,0.01,0.0,0.0,0.02,0.02,0.0,0.02,0.01,0.0,0.01,7,0.84,valid
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.35,0.0,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.0,14,0.35,valid
0.0,0.03,0.01,0.02,0.04,0.03,0.02,0.27,0.0,0.17,0.01,0.04,0.0,0.13,0.0,0.01,0.2,0.01,0.01,0.0,5,0.27,valid
0.01,0.05,0.04,0.0,0.13,0.08,0.02,0.09,0.03,0.04,0.06,0.06,0.03,0.06,0.05,0.01,0.19,0.01,0.01,0.03,1,0.19,invalid
0.08,0.01,0.01,0.04,0.0,0.08,0.0,0.39,0.03,0.14,0.0,0.01,0.0,0.02,0.01,0.0,0.17,0.01,0.0,0.0,7,0.39,invalid
